ID,Category,Type,Item,Origin,Destination,Start_Lat,Start_Lon,End_Lat,End_Lon,Departure,Arrival,Status_Detail,Warehouse,Qty
DEL-2213,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-11-08 08:00:00,2024-11-08 19:00:00,Out for Delivery,DC_Cikarang,118
DEL-2214,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-07-03 23:00:00,2024-07-04 11:00:00,Out for Delivery,DC_Cikarang,246
DEL-2215,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-04-02 23:00:00,2024-04-03 06:00:00,Out for Delivery,DC_Cikarang,242
DEL-2216,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-08-06 21:00:00,2024-08-07 04:00:00,Out for Delivery,DC_Cikarang,88
DEL-2217,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-06-30 16:00:00,2024-07-01 05:00:00,Out for Delivery,DC_Cikarang,106
DEL-2218,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-08-10 13:00:00,2024-08-10 23:00:00,Out for Delivery,DC_Cikarang,453
DEL-2219,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-07-31 08:00:00,2024-07-31 19:00:00,Out for Delivery,DC_Cikarang,477
DEL-2220,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-08-23 03:00:00,2024-08-23 16:00:00,Out for Delivery,DC_Cikarang,475
DEL-2221,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-01-25 12:00:00,2024-01-25 19:00:00,Out for Delivery,DC_Cikarang,428
DEL-2222,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-10-28 01:00:00,2024-10-28 14:00:00,Out for Delivery,DC_Cikarang,375
DEL-2223,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-01-26 04:00:00,2024-01-26 11:00:00,Out for Delivery,DC_Cikarang,154
DEL-2224,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-04-19 16:00:00,2024-04-20 05:00:00,Out for Delivery,DC_Cikarang,455
DEL-2225,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-05-14 08:00:00,2024-05-14 19:00:00,Out for Delivery,DC_Cikarang,52
DEL-2226,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-11-09 21:00:00,2024-11-10 06:00:00,Out for Delivery,DC_Cikarang,482
DEL-2227,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-01-16 20:00:00,2024-01-17 07:00:00,Out for Delivery,DC_Cikarang,129
DEL-2228,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-07-26 17:00:00,2024-07-27 03:00:00,Out for Delivery,DC_Cikarang,222
DEL-2229,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-08-09 17:00:00,2024-08-10 01:00:00,Out for Delivery,DC_Cikarang,317
DEL-2230,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-02-14 14:00:00,2024-02-14 20:00:00,Out for Delivery,DC_Cikarang,316
DEL-2231,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-01-15 19:00:00,2024-01-16 07:00:00,Out for Delivery,DC_Cikarang,251
DEL-2232,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-04-08 02:00:00,2024-04-08 14:00:00,Out for Delivery,DC_Cikarang,140
DEL-2233,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-04-07 09:00:00,2024-04-07 15:00:00,Out for Delivery,DC_Cikarang,402
DEL-2234,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-11-20 14:00:00,2024-11-20 21:00:00,Out for Delivery,DC_Cikarang,465
DEL-2235,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-08-19 16:00:00,2024-08-20 00:00:00,Out for Delivery,DC_Cikarang,452
DEL-2236,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-10-14 12:00:00,2024-10-15 00:00:00,Out for Delivery,DC_Cikarang,348
DEL-2237,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-07-17 23:00:00,2024-07-18 05:00:00,Out for Delivery,DC_Cikarang,477
DEL-2238,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-10-06 21:00:00,2024-10-07 07:00:00,Out for Delivery,DC_Cikarang,472
DEL-2239,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-12-16 15:00:00,2024-12-17 00:00:00,Out for Delivery,DC_Cikarang,169
DEL-2240,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-03-02 14:00:00,2024-03-03 02:00:00,Out for Delivery,DC_Cikarang,145
DEL-2241,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-05-03 01:00:00,2024-05-03 09:00:00,Out for Delivery,DC_Cikarang,433
DEL-2242,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-02-26 01:00:00,2024-02-26 12:00:00,Out for Delivery,DC_Cikarang,378
DEL-2243,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-10-14 00:00:00,2024-10-14 08:00:00,Out for Delivery,DC_Cikarang,463
DEL-2244,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-07-22 13:00:00,2024-07-22 19:00:00,Out for Delivery,DC_Cikarang,93
DEL-2245,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-03-16 14:00:00,2024-03-16 20:00:00,Out for Delivery,DC_Cikarang,230
DEL-2246,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-02-17 17:00:00,2024-02-18 06:00:00,Out for Delivery,DC_Cikarang,182
DEL-2247,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-09-28 15:00:00,2024-09-29 00:00:00,Out for Delivery,DC_Cikarang,137
DEL-2248,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-12-06 22:00:00,2024-12-07 09:00:00,Out for Delivery,DC_Cikarang,136
DEL-2249,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-05-11 23:00:00,2024-05-12 05:00:00,Out for Delivery,DC_Cikarang,134
DEL-2250,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-10-16 14:00:00,2024-10-16 22:00:00,Out for Delivery,DC_Cikarang,467
DEL-2251,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-10-22 22:00:00,2024-10-23 07:00:00,Out for Delivery,DC_Cikarang,266
DEL-2252,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-07-11 04:00:00,2024-07-11 10:00:00,Out for Delivery,DC_Cikarang,327
DEL-2253,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-05-07 06:00:00,2024-05-07 13:00:00,Out for Delivery,DC_Cikarang,341
DEL-2254,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-01-27 18:00:00,2024-01-28 07:00:00,Out for Delivery,DC_Cikarang,172
DEL-2255,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-04-06 18:00:00,2024-04-07 03:00:00,Out for Delivery,DC_Cikarang,496
DEL-2256,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-08-09 20:00:00,2024-08-10 07:00:00,Out for Delivery,DC_Cikarang,251
DEL-2257,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-02-07 05:00:00,2024-02-07 14:00:00,Out for Delivery,DC_Cikarang,343
DEL-2258,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-05-02 18:00:00,2024-05-03 04:00:00,Out for Delivery,DC_Cikarang,220
DEL-2259,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-03-29 06:00:00,2024-03-29 18:00:00,Out for Delivery,DC_Cikarang,231
DEL-2260,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-01-19 01:00:00,2024-01-19 08:00:00,Out for Delivery,DC_Cikarang,472
DEL-2261,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-04-23 23:00:00,2024-04-24 09:00:00,Out for Delivery,DC_Cikarang,213
DEL-2262,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-02-14 07:00:00,2024-02-14 19:00:00,Out for Delivery,DC_Cikarang,404
DEL-2263,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-05-05 06:00:00,2024-05-05 18:00:00,Out for Delivery,DC_Cikarang,344
DEL-2264,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-02-22 06:00:00,2024-02-22 19:00:00,Out for Delivery,DC_Cikarang,102
DEL-2265,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-06-08 03:00:00,2024-06-08 15:00:00,Out for Delivery,DC_Cikarang,165
DEL-2266,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-05-30 00:00:00,2024-05-30 10:00:00,Out for Delivery,DC_Cikarang,129
DEL-2267,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-04-08 19:00:00,2024-04-09 08:00:00,Out for Delivery,DC_Cikarang,379
DEL-2268,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-10-26 22:00:00,2024-10-27 10:00:00,Out for Delivery,DC_Cikarang,130
DEL-2269,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-08-12 11:00:00,2024-08-12 22:00:00,Out for Delivery,DC_Cikarang,406
DEL-2270,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-02-13 07:00:00,2024-02-13 18:00:00,Out for Delivery,DC_Cikarang,104
DEL-2271,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-01-29 20:00:00,2024-01-30 06:00:00,Out for Delivery,DC_Cikarang,438
DEL-2272,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-09-19 01:00:00,2024-09-19 12:00:00,Out for Delivery,DC_Cikarang,245
DEL-2273,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-09-30 21:00:00,2024-10-01 03:00:00,Out for Delivery,DC_Cikarang,496
DEL-2274,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-08-19 11:00:00,2024-08-20 00:00:00,Out for Delivery,DC_Cikarang,298
DEL-2275,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-10-08 06:00:00,2024-10-08 15:00:00,Out for Delivery,DC_Cikarang,402
DEL-2276,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-08-31 14:00:00,2024-09-01 02:00:00,Out for Delivery,DC_Cikarang,110
DEL-2277,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-10-09 23:00:00,2024-10-10 08:00:00,Out for Delivery,DC_Cikarang,438
DEL-2278,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-11-29 07:00:00,2024-11-29 13:00:00,Out for Delivery,DC_Cikarang,298
DEL-2279,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-04-06 19:00:00,2024-04-07 02:00:00,Out for Delivery,DC_Cikarang,289
DEL-2280,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-07-06 14:00:00,2024-07-07 01:00:00,Out for Delivery,DC_Cikarang,338
DEL-2281,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-10-05 06:00:00,2024-10-05 16:00:00,Out for Delivery,DC_Cikarang,390
DEL-2282,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-10-03 12:00:00,2024-10-03 19:00:00,Out for Delivery,DC_Cikarang,300
DEL-2283,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-10-31 00:00:00,2024-10-31 10:00:00,Out for Delivery,DC_Cikarang,347
DEL-2284,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-09-10 09:00:00,2024-09-10 16:00:00,Out for Delivery,DC_Cikarang,493
DEL-2285,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-05-26 19:00:00,2024-05-27 03:00:00,Out for Delivery,DC_Cikarang,160
DEL-2286,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-05-03 04:00:00,2024-05-03 16:00:00,Out for Delivery,DC_Cikarang,212
DEL-2287,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-05-06 12:00:00,2024-05-06 23:00:00,Out for Delivery,DC_Cikarang,236
DEL-2288,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-09-06 14:00:00,2024-09-07 03:00:00,Out for Delivery,DC_Cikarang,242
DEL-2289,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-04-11 21:00:00,2024-04-12 04:00:00,Out for Delivery,DC_Cikarang,110
DEL-2290,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-11-06 18:00:00,2024-11-07 05:00:00,Out for Delivery,DC_Cikarang,435
DEL-2291,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-12-05 10:00:00,2024-12-05 21:00:00,Out for Delivery,DC_Cikarang,303
DEL-2292,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-09-22 09:00:00,2024-09-22 20:00:00,Out for Delivery,DC_Cikarang,263
DEL-2293,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-09-07 05:00:00,2024-09-07 15:00:00,Out for Delivery,DC_Cikarang,175
DEL-2294,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-06-09 19:00:00,2024-06-10 03:00:00,Out for Delivery,DC_Cikarang,158
DEL-2295,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-12-06 17:00:00,2024-12-07 01:00:00,Out for Delivery,DC_Cikarang,476
DEL-2296,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-12-02 04:00:00,2024-12-02 16:00:00,Out for Delivery,DC_Cikarang,468
DEL-2297,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-11-04 10:00:00,2024-11-04 17:00:00,Out for Delivery,DC_Cikarang,119
DEL-2298,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-06-02 07:00:00,2024-06-02 13:00:00,Out for Delivery,DC_Cikarang,302
DEL-2299,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-09-02 04:00:00,2024-09-02 16:00:00,Out for Delivery,DC_Cikarang,451
DEL-2300,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-11-14 04:00:00,2024-11-14 10:00:00,Out for Delivery,DC_Cikarang,469
DEL-2301,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-03-10 08:00:00,2024-03-10 17:00:00,Out for Delivery,DC_Cikarang,187
DEL-2302,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-07-30 04:00:00,2024-07-30 11:00:00,Out for Delivery,DC_Cikarang,226
DEL-2303,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-06-10 15:00:00,2024-06-10 23:00:00,Out for Delivery,DC_Cikarang,294
DEL-2304,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-01-29 02:00:00,2024-01-29 08:00:00,Out for Delivery,DC_Cikarang,186
DEL-2305,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-11-04 19:00:00,2024-11-05 07:00:00,Out for Delivery,DC_Cikarang,244
DEL-2306,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-02-04 16:00:00,2024-02-05 04:00:00,Out for Delivery,DC_Cikarang,351
DEL-2307,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-11-05 10:00:00,2024-11-05 22:00:00,Out for Delivery,DC_Cikarang,328
DEL-2308,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-03-20 04:00:00,2024-03-20 10:00:00,Out for Delivery,DC_Cikarang,299
DEL-2309,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-09-16 00:00:00,2024-09-16 09:00:00,Out for Delivery,DC_Cikarang,173
DEL-2310,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-03-13 01:00:00,2024-03-13 14:00:00,Out for Delivery,DC_Cikarang,453
DEL-2311,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-06-06 07:00:00,2024-06-06 19:00:00,Out for Delivery,DC_Cikarang,156
DEL-2312,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-10-09 15:00:00,2024-10-10 01:00:00,Out for Delivery,DC_Cikarang,444
DEL-2313,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-05-20 10:00:00,2024-05-20 23:00:00,Out for Delivery,DC_Cikarang,274
DEL-2314,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-10-10 14:00:00,2024-10-10 23:00:00,Out for Delivery,DC_Cikarang,302
DEL-2315,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-12-08 11:00:00,2024-12-08 21:00:00,Out for Delivery,DC_Cikarang,452
DEL-2316,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-05-10 13:00:00,2024-05-10 23:00:00,Out for Delivery,DC_Cikarang,224
DEL-2317,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-10-12 16:00:00,2024-10-13 04:00:00,Out for Delivery,DC_Cikarang,323
DEL-2318,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-10-15 16:00:00,2024-10-16 03:00:00,Out for Delivery,DC_Cikarang,366
DEL-2319,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-06-05 18:00:00,2024-06-06 01:00:00,Out for Delivery,DC_Cikarang,421
DEL-2320,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_BSD,-6.285,107.155,-6.28,106.66,2024-11-06 21:00:00,2024-11-07 03:00:00,Out for Delivery,DC_Cikarang,168
DEL-2321,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-08-19 02:00:00,2024-08-19 10:00:00,Out for Delivery,DC_Cikarang,452
DEL-2322,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-01-27 07:00:00,2024-01-27 16:00:00,Out for Delivery,DC_Cikarang,231
DEL-2323,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-02-10 02:00:00,2024-02-10 14:00:00,Out for Delivery,DC_Cikarang,475
DEL-2324,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-10-29 04:00:00,2024-10-29 14:00:00,Out for Delivery,DC_Cikarang,395
DEL-2325,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-03-13 11:00:00,2024-03-13 22:00:00,Out for Delivery,DC_Cikarang,257
DEL-2326,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-12-12 13:00:00,2024-12-13 01:00:00,Out for Delivery,DC_Cikarang,330
DEL-2327,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Bogor,-6.285,107.155,-6.59,106.8,2024-01-08 01:00:00,2024-01-08 07:00:00,Out for Delivery,DC_Cikarang,111
DEL-2328,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Pluit,-6.285,107.155,-6.11,106.78,2024-01-13 20:00:00,2024-01-14 03:00:00,Out for Delivery,DC_Cikarang,368
DEL-2329,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Kemang,-6.285,107.155,-6.273,106.81,2024-10-07 07:00:00,2024-10-07 15:00:00,Out for Delivery,DC_Cikarang,460
DEL-2330,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-11-08 13:00:00,2024-11-08 20:00:00,Out for Delivery,DC_Cikarang,357
DEL-2331,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-04-03 09:00:00,2024-04-03 15:00:00,Out for Delivery,DC_Cikarang,98
DEL-2332,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-12-23 19:00:00,2024-12-24 07:00:00,Out for Delivery,DC_Cikarang,431
DEL-2333,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-04-12 01:00:00,2024-04-12 07:00:00,Out for Delivery,DC_Cikarang,126
DEL-2334,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-07-14 19:00:00,2024-07-15 02:00:00,Out for Delivery,DC_Cikarang,475
DEL-2335,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-08-05 09:00:00,2024-08-05 16:00:00,Out for Delivery,DC_Cikarang,134
DEL-2336,Last Mile,Van,Dove Hair Mask,DC_Cikarang,Store_Depok,-6.285,107.155,-6.4,106.81,2024-02-22 07:00:00,2024-02-22 14:00:00,Out for Delivery,DC_Cikarang,88
DEL-2337,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_KelapaGading,-6.285,107.155,-6.15,106.9,2024-08-27 07:00:00,2024-08-27 15:00:00,Out for Delivery,DC_Cikarang,314
DEL-2338,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-03-14 17:00:00,2024-03-15 06:00:00,Out for Delivery,DC_Cikarang,489
DEL-2339,Last Mile,Van,Dove Hair Treatment,DC_Cikarang,Store_Bekasi,-6.285,107.155,-6.23,106.99,2024-07-31 21:00:00,2024-08-01 05:00:00,Out for Delivery,DC_Cikarang,218
DEL-2340,Last Mile,Van,Dove Conditioner,DC_Cikarang,Store_Tangerang,-6.285,107.155,-6.17,106.64,2024-01-04 22:00:00,2024-01-05 07:00:00,Out for Delivery,DC_Cikarang,361
DEL-2341,Last Mile,Van,Dove Hair Serum,DC_Cikarang,Store_Menteng,-6.285,107.155,-6.19,106.83,2024-03-08 04:00:00,2024-03-08 15:00:00,Out for Delivery,DC_Cikarang,290
DEL-2342,Last Mile,Van,Dove Shampoo,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-01-04 11:00:00,2024-01-04 22:00:00,Out for Delivery,DC_Cikarang,115
DEL-2343,Last Mile,Van,Dove Hairsprays,DC_Cikarang,Store_Cibubur,-6.285,107.155,-6.37,106.9,2024-04-19 11:00:00,2024-04-19 17:00:00,Out for Delivery,DC_Cikarang,412
